location,price,bedrooms,bathrooms,floor area,land area,latitude,longitude,city,province,region
"Sucat, Muntinlupa",28000000.0,3.0,2.0,219.0,186.0,14.4569804,121.0531587,Muntinlupa,Muntinlupa,NCR
"Cacarong Matanda, Pandi",1227966.0,2.0,1.0,46.6,36.0,14.9036508,120.967827,Pandi,Bulacan,Region III
"Santa Monica, Quezon City",10670517.0,3.0,3.0,143.0,66.0,14.7252015,121.043347,Quezon City,Bukidnon,Region X
"Bel-Air, Makati",400000000.0,5.0,3.0,654.0,698.0,14.5620342,121.0280944,Makati,Makati,NCR
"Brgy Tanauan Tanza Cavite Tanauan, Tanza",4337472.0,3.0,2.0,112.5,72.0,14.2938597,120.8298896,Tanza,Cavite,Region IV-A
"Ugong, Valenzuela",5696435.0,3.0,3.0,82.0,65.0,14.6951994,121.0112037,Valenzuela,Valenzuela,NCR
"Capitol Hills, Quezon City",36500000.0,4.0,3.0,212.0,126.0,14.67035355,121.0906154,Quezon City,Bukidnon,Region X
"White Plains, Quezon City",165000000.0,6.0,6.0,800.0,433.0,14.6032747,121.0713026,Quezon City,Bukidnon,Region X
"Puting Kahoy, Silang",68000000.0,4.0,4.0,508.0,380.0,14.2158649,121.0316311,Silang,Cavite,Region IV-A
"Balingasa, Quezon City",40700000.0,4.0,4.0,329.0,124.0,14.6505356,121.0017007,Quezon City,Bukidnon,Region X
"Daang Hari Road Almanza Dos, Las Pinas",37858000.0,3.0,4.0,278.0,252.0,14.39624779,121.0113644,Las Pinas,Las Pinas,NCR
"Magallanes, Makati",125000000.0,4.0,4.0,400.0,401.0,14.54197105,121.0193326,Makati,Makati,NCR
"Molave Highland Subdivision Lamac, Consolacion",17500000.0,3.0,2.0,250.0,202.0,10.39035301,123.968344,Consolacion,Cebu,Region VII
"Mambugan, Antipolo",70000000.0,5.0,8.0,600.0,800.0,14.6188242,121.1403666,Antipolo,Rizal,Region IV-A
"Tabalong, Dauis",13500000.0,3.0,3.0,200.0,1000.0,9.623345,123.8198313,Dauis,Bohol,Region VII
"Poblacion, Muntinlupa",20000000.0,3.0,2.0,300.0,300.0,14.3891448,121.0449804,Muntinlupa,Muntinlupa,NCR
"Del Monte, Island Of Garden Samal, Samal",2500000.0,2.0,1.0,42.0,100.0,7.0391094,125.7396788,Samal,Bataan,Region III
"White Plains, Quezon City",165000000.0,6.0,5.0,850.0,433.0,14.6032747,121.0713026,Quezon City,Bukidnon,Region X
"Culiat, Quezon City",15500000.0,3.0,4.0,185.0,78.0,14.6679617,121.0565912,Quezon City,Bukidnon,Region X
Talisay,56000000.0,6.0,5.0,687.0,421.0,14.0939348,121.0218094,Talisay,Batangas,Region IV-A
"Puting Kahoy, Silang",60500000.0,4.0,4.0,600.0,450.0,14.2158649,121.0316311,Silang,Cavite,Region IV-A
"El Monteverde Subd, 6001 Consolacion, Philippines Lamac, Consolacion",29000000.0,4.0,4.0,304.0,356.0,10.38952953,123.9642952,Consolacion,Cebu,Region VII
"Ayala Alabang, Muntinlupa",170000000.0,6.0,5.0,500.0,695.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Kaligayahan, Quezon City",10280000.0,5.0,3.0,197.0,77.0,14.7383609,121.0508834,Quezon City,Bukidnon,Region X
Angeles,15700000.0,4.0,3.0,165.0,220.0,15.1389351,120.5875321,Angeles,Pampanga,Region III
"Telabastagan, San Fernando",10000000.0,4.0,3.0,128.0,150.0,15.1142829,120.6088717,San Fernando,Bukidnon,Region X
"Ugong, Pasig",100000000.0,5.0,5.0,460.0,190.0,14.5841307,121.0732458,Pasig,Pasig,NCR
"Clark, Mabalacat",19000000.0,3.0,3.0,245.0,433.0,15.1920323,120.579523,Mabalacat,Pampanga,Region III
"Cuayan, Angeles",12800000.0,3.0,3.0,172.0,165.0,15.149137,120.5458117,Angeles,Pampanga,Region III
"Ayala Southvale Primera Bacoor, Cavite Molino I, Bacoor",70000000.0,4.0,4.0,480.0,518.0,14.39971324,120.9990541,Bacoor,Cavite,Region IV-A
"Cupang, Muntinlupa",66000000.0,5.0,5.0,500.0,450.0,14.4378843,121.0503212,Muntinlupa,Muntinlupa,NCR
"B.F. Homes, Paranaque",25000000.0,5.0,4.0,300.0,280.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Tandang Sora, Quezon City",10900000.0,3.0,3.0,140.0,80.0,14.6818637,121.0322006,Quezon City,Bukidnon,Region X
"Ugong, Pasig",36500000.0,4.0,3.0,240.0,170.0,14.5841307,121.0732458,Pasig,Pasig,NCR
"Biday, San Fernando",5364000.0,3.0,2.0,80.0,81.0,16.639055,120.3249608,San Fernando,Bukidnon,Region X
"Inchican, Silang",89000000.0,4.0,4.0,600.0,396.0,14.2510549,121.0527366,Silang,Cavite,Region IV-A
"San Gregorio, Laurel",5000000.0,2.0,3.0,120.0,82.0,14.0296242,120.8855456,Laurel,Batangas,Region IV-A
"Matandang Balara, Quezon City",120000000.0,8.0,7.0,720.0,402.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
"Culiat, Quezon City",9500000.0,3.0,3.0,136.5,83.7,14.6679617,121.0565912,Quezon City,Bukidnon,Region X
"Canlubang, Calamba",35000000.0,6.0,7.0,400.0,367.0,14.2160319,121.1080378,Calamba,Laguna,Region IV-A
"Pilar, Las Pinas",9500000.0,2.0,2.0,145.0,192.0,14.4252635,121.0058656,Las Pinas,Las Pinas,NCR
"Loyola Heights, Quezon City",120000000.0,13.0,13.0,1250.0,1000.0,14.6410904,121.0737779,Quezon City,Bukidnon,Region X
"Santa Maria, Mabalacat",19000000.0,3.0,3.0,245.0,433.0,15.2270079,120.5922007,Mabalacat,Pampanga,Region III
"Puting Kahoy, Silang",60000000.0,4.0,4.0,446.0,352.0,14.2158649,121.0316311,Silang,Cavite,Region IV-A
"Katarungan Poblacion, Muntinlupa",8000000.0,4.0,4.0,210.0,78.0,14.3889191,121.0255267,Muntinlupa,Muntinlupa,NCR
"Talon Dos, Las Pinas",25000000.0,6.0,6.0,380.0,420.0,14.4330886,120.9847045,Las Pinas,Las Pinas,NCR
"Maligaya, Dinalupihan",14000000.0,4.0,3.0,200.0,10000.0,14.86259055,120.4264051,Dinalupihan,Bataan,Region III
"Maligaya, Dinalupihan",14000000.0,4.0,3.0,200.0,10000.0,14.86259055,120.4264051,Dinalupihan,Bataan,Region III
"Don Bosco, Paranaque",14000000.0,4.0,4.0,225.0,118.0,14.4843304,121.0314209,Paranaque,Paranaque,NCR
"Katarungan Poblacion, Muntinlupa",8000000.0,4.0,4.0,210.0,78.0,14.3889191,121.0255267,Muntinlupa,Muntinlupa,NCR
"Sabang, Morong",65000000.0,4.0,4.0,400.0,575.0,14.6963675,120.2529414,Morong,Bataan,Region III
"Pasong Tamo, Quezon City",7300000.0,3.0,3.0,91.6,47.9,14.6827233,121.0617082,Quezon City,Bukidnon,Region X
"Mambog Ii, Bacoor",25000000.0,5.0,5.0,232.1,175.0,14.4243574,120.9513831,Bacoor,Cavite,Region IV-A
"San Juan, Taytay",10400000.0,4.0,3.0,190.0,110.0,14.5585639,121.1360313,Taytay,Palawan,MIMAROPA
"Fairview, Quezon City",4750000.0,3.0,2.0,91.2,60.0,14.7055228,121.0742821,Quezon City,Bukidnon,Region X
"Francisco, Tagaytay",14500800.0,4.0,2.0,120.0,240.0,14.1368264,120.986852,Tagaytay,Cavite,Region IV-A
"Sta. Cruz, Arevalo, Iloilo City Mohon, Iloilo",7900000.0,4.0,4.0,175.0,240.0,10.68610141,122.5049515,Iloilo,Iloilo,Region VI
"Bonuan Boquig, Dagupan",5730000.0,4.0,2.0,100.0,190.0,16.0774984,120.3580251,Dagupan,Pangasinan,Region I
"Lalakay, Los Banos",28500000.0,5.0,4.0,300.0,321.0,14.1729436,121.2142216,Los Banos,Laguna,Region IV-A
"Camp 7, Baguio",25000000.0,5.0,3.0,250.0,183.0,16.3823953,120.6020345,Baguio,Benguet,CAR
"San Isidro, Paranaque",4660000.0,2.0,2.0,36.0,38.0,14.4711274,121.0076663,Paranaque,Paranaque,NCR
"Marcelo Green Village, Paranaque, National Capital Region, Philippines Marcelo Green Village, Paranaque",16500000.0,4.0,4.0,250.0,370.0,14.46964356,121.0401603,Paranaque,Paranaque,NCR
"San Miguel, Pasig",7000000.0,3.0,2.0,100.3,72.0,14.5658684,121.0855568,Pasig,Pasig,NCR
"Merville, Paranaque",38000000.0,3.0,3.0,330.0,420.0,14.501909,121.0266683,Paranaque,Paranaque,NCR
"San Antonio, Binan",2650000.0,2.0,1.0,43.0,45.0,14.327945,121.0912883,Binan,Laguna,Region IV-A
"Calubcub Ii, San Juan",85000000.0,5.0,6.0,1080.0,1700.0,13.7367475,121.420371,San Juan,Abra,CAR
"Ayala Alabang, Muntinlupa",420000000.0,7.0,7.0,1233.0,816.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Loakan Proper, Baguio",7900000.0,4.0,2.0,90.0,100.0,16.3754537,120.613781,Baguio,Benguet,CAR
"Tugbok, Davao",20000000.0,3.0,2.0,200.0,281.0,7.1035383,125.4948467,Davao,Davao del Sur,Region XI
Angeles,24000000.0,4.0,4.0,290.0,246.0,15.1389351,120.5875321,Angeles,Pampanga,Region III
"Liburon, Carcar",2350000.0,3.0,1.0,47.0,40.0,10.1169892,123.6525065,Carcar,Cebu,Region VII
"Biday, San Fernando",8691000.0,4.0,3.0,143.0,94.0,16.639055,120.3249608,San Fernando,Bukidnon,Region X
"Biday, San Fernando",10542000.0,3.0,2.0,134.0,188.0,16.639055,120.3249608,San Fernando,Bukidnon,Region X
"Don Bosco, Paranaque",18000000.0,6.0,6.0,235.5,210.0,14.4843304,121.0314209,Paranaque,Paranaque,NCR
"Plainview, Mandaluyong",22800000.0,4.0,4.0,228.0,55.0,14.5766961,121.034781,Mandaluyong,Mandaluyong,NCR
"Bakakeng North, Baguio",20000000.0,4.0,3.0,280.0,600.0,16.3836602,120.5912301,Baguio,Benguet,CAR
"Magallanes, Makati",115000000.0,4.0,3.0,275.0,350.0,14.54197105,121.0193326,Makati,Makati,NCR
"Camp 7, Baguio",17970000.0,5.0,3.0,150.0,335.0,16.3823953,120.6020345,Baguio,Benguet,CAR
"B. F. Homes, Paranaque, National Capital Region, Philippines B.F. Homes, Paranaque",45000000.0,5.0,5.0,459.3,308.0,14.45163311,121.024794,Paranaque,Paranaque,NCR
"Mendez Crossing East, Tagaytay",2044125.0,3.0,1.0,54.0,50.0,14.0986539,120.9217945,Tagaytay,Cavite,Region IV-A
"Mayamot, Antipolo",12500000.0,4.0,3.0,211.0,90.0,14.6248348,121.1213588,Antipolo,Rizal,Region IV-A
"Guada Plains Guadalupe, Cebu",25000000.0,5.0,4.0,211.0,182.0,10.32921812,123.8830388,Cebu,Cebu,Region VII
"Panicsican, San Juan",9750000.0,4.0,2.0,148.0,140.0,16.66243945,120.3306378,San Juan,Abra,CAR
"San Antonio, San Pedro",7500000.0,5.0,3.0,188.0,197.0,14.3565545,121.0252281,San Pedro,Laguna,Region IV-A
"San Francisco, Binan",13070000.0,4.0,3.0,147.0,304.0,14.3332614,121.0557498,Binan,Laguna,Region IV-A
"Cirilo Street, Isidora Hills Subdivision Holy Spirit, Quezon City",26000000.0,4.0,3.0,110.0,476.0,14.68374497,121.0782119,Quezon City,Bukidnon,Region X
"Matandang Balara, Quezon City",168000000.0,5.0,5.0,820.0,476.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
Quezon City,35530000.0,4.0,3.0,198.0,111.0,14.6510546,121.0486254,Quezon City,Bukidnon,Region X
"Diliman, Quezon City",110000000.0,4.0,5.0,450.0,800.0,14.6361294,121.0335841,Quezon City,Bukidnon,Region X
"Bagumbayan, Tanauan",1838000.0,2.0,1.0,44.5,58.5,14.0741993,121.138914,Tanauan,Batangas,Region IV-A
"Molino Iii, Bacoor",8500000.0,4.0,3.0,180.0,200.0,14.3981725,120.9782219,Bacoor,Cavite,Region IV-A
"Ayala Alabang, Muntinlupa",310000000.0,5.0,5.0,1000.0,700.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Mckinley Hill Dr, 1634 Taguig City, Philippines Pinagsama, Taguig",112000000.0,3.0,4.0,420.0,198.0,14.53466167,121.0519657,Taguig,Taguig,NCR
"Philippines, Caloocan City North, Barangay 172, Thaddevs Kaligayahan, Quezon City",6000000.0,3.0,2.0,155.0,100.0,14.74925549,121.0427557,Quezon City,Bukidnon,Region X
"B.F. Homes, Paranaque",26500000.0,4.0,4.0,350.0,293.0,14.4462789,121.0274109,Paranaque,Paranaque,NCR
"Saint Ignatius, Quezon City",73780000.0,3.0,3.0,250.0,434.0,14.6130801,121.0729596,Quezon City,Bukidnon,Region X
"Pinacpinacan, San Rafael",1200000.0,2.0,1.0,44.0,36.0,14.9977275,120.9132957,San Rafael,Bulacan,Region III
"Fort Bonifacio, Taguig",63000000.0,4.0,4.0,172.0,400.0,14.5494253,121.0509721,Taguig,Taguig,NCR
"Marigondon, Lapu-Lapu",7500000.0,3.0,3.0,180.0,136.0,10.2744239,123.9760833,Lapu-Lapu,Cebu,Region VII
"Ugong Norte, Quezon City",370000000.0,4.0,4.0,700.0,899.0,14.5977372,121.0704752,Quezon City,Bukidnon,Region X
"Kaligayahan, Quezon City",4200000.0,3.0,2.0,65.0,48.0,14.7383609,121.0508834,Quezon City,Bukidnon,Region X
"Tranca, Talisay",60000000.0,5.0,6.0,700.0,400.0,14.1075781,121.0527384,Talisay,Batangas,Region IV-A
"Manila Southwoods Cabilang Baybay, Carmona",105000000.0,5.0,5.0,565.0,915.0,14.3220676,121.0396437,Carmona,Cavite,Region IV-A
"San Isidro, Taytay",9800000.0,4.0,3.0,170.1,82.0,14.5766542,121.1331821,Taytay,Palawan,MIMAROPA
"Plainview, Mandaluyong",24000000.0,3.0,2.0,82.0,200.0,14.5766961,121.034781,Mandaluyong,Mandaluyong,NCR
"Balibago, Angeles",9500000.0,3.0,2.0,185.0,320.0,15.1686735,120.5903508,Angeles,Pampanga,Region III
"Batasan Hills, Quezon City",48000000.0,5.0,4.0,316.5,353.0,14.6862585,121.099335,Quezon City,Bukidnon,Region X
"San Isidro, Taytay",12500000.0,4.0,4.0,219.8,95.0,14.5766542,121.1331821,Taytay,Palawan,MIMAROPA
"Dau, Mabalacat",27000000.0,4.0,4.0,350.0,251.0,15.1760734,120.5887353,Mabalacat,Pampanga,Region III
"Molino Vii, Bacoor",4600000.0,3.0,2.0,114.0,90.0,14.4033478,120.997701,Bacoor,Cavite,Region IV-A
"Avida Setting Bacoor Cavite Molino Iv, Bacoor",18000000.0,6.0,6.0,432.0,278.0,14.36012583,120.9851914,Bacoor,Cavite,Region IV-A
"Almanza Uno, Las Pinas",8574500.0,3.0,2.0,124.0,80.0,14.42473245,121.0145735,Las Pinas,Las Pinas,NCR
"Poblacion, Makati",80000000.0,4.0,3.0,326.0,326.0,14.566261,121.0313853,Makati,Makati,NCR
"Dove Street, Banilad, Mandaue City Banilad, Mandaue",50000000.0,5.0,5.0,300.0,852.0,10.34806474,123.9201228,Mandaue,Cebu,Region VII
"Philippines, Quezon City, Fairview Fairview, Quezon City",7500000.0,4.0,4.0,138.0,58.0,14.70677915,121.0732365,Quezon City,Bukidnon,Region X
"Almanza Dos, Las Pinas",79500000.0,5.0,5.0,542.0,333.0,14.4234362,121.0223422,Las Pinas,Las Pinas,NCR
"Sun Valley, Paranaque",8800000.0,3.0,3.0,118.0,66.0,14.4888415,121.0325173,Paranaque,Paranaque,NCR
"Calumpang Lejos I, Indang",7500000.0,5.0,5.0,150.0,220.0,14.2370249,120.8451265,Indang,Cavite,Region IV-A
"Marcelo Green Village, Paranaque, National Capital Region, Philippines Marcelo Green Village, Paranaque",26000000.0,5.0,4.0,271.0,251.0,14.46964356,121.0401603,Paranaque,Paranaque,NCR
"Onse, San Juan",15300000.0,3.0,3.0,143.0,27.0,14.6017402,121.0314553,San Juan,Abra,CAR
"Bigaa, Cabuyao",16000000.0,4.0,3.0,370.0,198.0,14.2911218,121.1288165,Cabuyao,Laguna,Region IV-A
"B.F. International Village, Las Pinas",18500000.0,3.0,3.0,270.0,332.0,14.4483726,121.0098171,Las Pinas,Las Pinas,NCR
"Teachers Village East, Quezon City",22995980.0,3.0,4.0,277.1,68.0,14.6442313,121.059698,Quezon City,Bukidnon,Region X
"Paradahan I, Tanza",1846470.0,2.0,1.0,39.0,60.0,14.3252413,120.8600916,Tanza,Cavite,Region IV-A
"Panungyanan, General Trias",4000000.0,4.0,2.0,81.0,110.0,14.2349557,120.9217871,General Trias,Cavite,Region IV-A
"Panungyanan, General Trias",4000000.0,4.0,2.0,81.0,110.0,14.2349557,120.9217871,General Trias,Cavite,Region IV-A
"Buckingham, 1771 Muntinlupa, Philippines Cupang, Muntinlupa",90000000.0,5.0,5.0,700.0,400.0,14.43990151,121.0373808,Muntinlupa,Muntinlupa,NCR
"Tandang Sora, Quezon City, National Capital Region, Philippines Tandang Sora, Quezon City",8200000.0,3.0,2.0,112.0,60.0,14.68176029,121.0436564,Quezon City,Bukidnon,Region X
"Merville, Paranaque",24000000.0,3.0,2.0,250.0,348.0,14.501909,121.0266683,Paranaque,Paranaque,NCR
"Natipuan, Nasugbu",35000000.0,6.0,6.0,434.0,405.0,14.1200018,120.6239076,Nasugbu,Batangas,Region IV-A
"Bonuan Boquig, Dagupan",4920000.0,3.0,2.0,80.0,180.0,16.0774984,120.3580251,Dagupan,Pangasinan,Region I
"Pinagbuhatan, Pasig",30000000.0,6.0,5.0,500.0,204.0,14.5574086,121.0909665,Pasig,Pasig,NCR
"Kayumanggi, Lipa",4059035.0,3.0,2.0,102.0,129.0,13.9231445,121.1593833,Lipa,Batangas,Region IV-A
"Tunasan, Muntinlupa",63500000.0,7.0,7.0,700.0,460.0,14.3801129,121.0514828,Muntinlupa,Muntinlupa,NCR
"Bagong Nayon, Antipolo",18000000.0,4.0,3.0,204.0,254.0,14.6261877,121.1685012,Antipolo,Rizal,Region IV-A
"Mambugan, Antipolo",25000000.0,5.0,5.0,300.0,610.0,14.6188242,121.1403666,Antipolo,Rizal,Region IV-A
"Matandang Balara, Quezon City",168000000.0,5.0,5.0,820.0,480.0,14.6716797,121.0745345,Quezon City,Bukidnon,Region X
"Woodridge Park Subd., Ma-A, Davao City Ma-A, Davao",20000000.0,3.0,3.0,160.0,169.0,7.098967225,125.5818418,Davao,Davao del Sur,Region XI
"Cresta Verde Ave, Quezon City, Philippines Santa Monica, Quezon City",5400000.0,3.0,2.0,70.0,67.5,14.71942002,121.0475077,Quezon City,Bukidnon,Region X
"Merville, Paranaque",20000000.0,6.0,4.0,260.0,150.0,14.501909,121.0266683,Paranaque,Paranaque,NCR
"Holy Spirit, Quezon City",10500000.0,3.0,2.0,180.0,176.0,14.6838626,121.0761031,Quezon City,Bukidnon,Region X
"Mabini, Lipa",4500000.0,3.0,2.0,80.0,80.0,13.8968125,121.1491625,Lipa,Batangas,Region IV-A
"Lawaan Ii, Talisay",16000000.0,5.0,4.0,400.0,180.0,10.253557,123.832139,Talisay,Batangas,Region IV-A
"Busay, Cebu",120000000.0,5.0,9.0,1500.0,1458.0,9.9172909,123.4294546,Cebu,Cebu,Region VII
"Pilar, Las Pinas",8600000.0,3.0,3.0,130.0,80.0,14.4252635,121.0058656,Las Pinas,Las Pinas,NCR
"Liptong, Bacong",12000000.0,4.0,3.0,300.0,3267.0,9.2618887,123.245437,Bacong,Negros Oriental,Region VII
"Buckingham, 1771 Muntinlupa, Philippines Cupang, Muntinlupa",43000000.0,4.0,5.0,400.0,380.0,14.43990151,121.0373808,Muntinlupa,Muntinlupa,NCR
"Santa Lucia, Pasig",8530000.0,3.0,3.0,133.0,90.0,14.5842641,121.1013028,Pasig,Pasig,NCR
"Mckinley Hill Dr, 1634 Taguig City, Philippines Pinagsama, Taguig",112000000.0,3.0,4.0,420.0,198.0,14.53466167,121.0519657,Taguig,Taguig,NCR
"Buckingham, 1771 Muntinlupa, Philippines Cupang, Muntinlupa",43000000.0,4.0,5.0,380.0,400.0,14.43990151,121.0373808,Muntinlupa,Muntinlupa,NCR
"Almanza Uno, Las Pinas",16500000.0,5.0,5.0,300.0,194.0,14.42473245,121.0145735,Las Pinas,Las Pinas,NCR
"Almanza Uno, Las Pinas",73900000.0,8.0,5.0,548.0,662.0,14.42473245,121.0145735,Las Pinas,Las Pinas,NCR
"Ayala Alabang, Muntinlupa",420000000.0,5.0,6.0,1600.0,868.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Woodridge Park Ma-A, Davao",20000000.0,4.0,3.0,180.0,180.0,7.1009106,125.5874709,Davao,Davao del Sur,Region XI
"Don Bosco, Paranaque",14000000.0,4.0,3.0,200.0,120.0,14.4843304,121.0314209,Paranaque,Paranaque,NCR
"Woodridge Park Ma-A, Davao",20000000.0,4.0,3.0,180.0,180.0,7.1009106,125.5874709,Davao,Davao del Sur,Region XI
"Sikatuna Village, Quezon City",16500000.0,2.0,3.0,170.0,100.0,14.6383351,121.0595245,Quezon City,Bukidnon,Region X
"Teachers Village East, Quezon City",23000000.0,3.0,4.0,152.0,53.0,14.6442313,121.059698,Quezon City,Bukidnon,Region X
"Talon Dos Bf Resort Talon Dos, Las Pinas",14300000.0,4.0,3.0,186.0,110.0,14.4330886,120.9847045,Las Pinas,Las Pinas,NCR
"Macarthur Hwy Longos, Malolos",4000000.0,2.0,2.0,80.0,88.0,14.8673076,120.8029587,Malolos,Bulacan,Region III
"Lagtang, Talisay",18000000.0,4.0,3.0,240.0,334.0,10.2669491,123.8335173,Talisay,Batangas,Region IV-A
"Inchican, Silang",55000000.0,4.0,6.0,400.0,530.0,14.2510549,121.0527366,Silang,Cavite,Region IV-A
"Bucao St., Nia Village Tandang Sora , Quezon City Tandang Sora, Quezon City",9800000.0,3.0,3.0,119.0,64.0,14.6909849,121.0464956,Quezon City,Bukidnon,Region X
"Bagacay, Dumaguete City, Central Visayas, Philippines Bagacay, Dumaguete",11000000.0,4.0,4.0,90.0,526.0,9.301488978,123.2929309,Dumaguete,Negros Oriental,Region VII
"Merville, Paranaque",30000000.0,3.0,2.0,212.0,377.0,14.501909,121.0266683,Paranaque,Paranaque,NCR
"Ayala Alabang, Muntinlupa",199000000.0,5.0,5.0,600.0,625.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Bonuan Boquig, Dagupan",6750000.0,4.0,2.0,100.0,275.0,16.0774984,120.3580251,Dagupan,Pangasinan,Region I
"New Manila, Quezon City",90000000.0,5.0,5.0,489.2,198.0,14.6134141,121.0291416,Quezon City,Bukidnon,Region X
"Greenmeadows Subdivision, Ugong Norte, Murphy, Quezon City, 1110 Ugong Norte, Quezon City",180000000.0,4.0,4.0,358.3,866.3,14.59825913,121.0750844,Quezon City,Bukidnon,Region X
"Industrial Valley, Marikina",32000000.0,3.0,3.0,300.0,300.0,14.6271043,121.0800034,Marikina,Marikina,NCR
"Mckinley Hill Dr, 1634 Taguig City, Philippines Pinagsama, Taguig",112000000.0,3.0,4.0,420.0,198.0,14.53466167,121.0519657,Taguig,Taguig,NCR
"Valle Verde 4, Pasig",250000000.0,7.0,7.0,800.0,911.0,14.5858783,121.0692763,Pasig,Pasig,NCR
"San Jose, Mandaluyong",87000000.0,4.0,3.0,640.0,432.0,14.5811187,121.0295749,Mandaluyong,Mandaluyong,NCR
"Suarez Ave, Pasig, Philippines Maybunga, Pasig",75000000.0,5.0,5.0,581.0,653.0,14.58168384,121.0854541,Pasig,Pasig,NCR
"Bito-On, Iloilo",14000000.0,3.0,3.0,216.0,260.0,11.4614026,123.2086537,Iloilo,Iloilo,Region VI
"Salitran Iv, Dasmarinas",30000000.0,6.0,8.0,650.0,300.0,14.3436034,120.9382537,Dasmarinas,Cavite,Region IV-A
"Cuayan, Angeles",23800000.0,5.0,7.0,342.0,208.0,15.149137,120.5458117,Angeles,Pampanga,Region III
"Moonwalk, Paranaque",150000000.0,6.0,6.0,800.0,450.0,14.4918575,121.0146712,Paranaque,Paranaque,NCR
"Angeles, Pampanga Near Mq Mall And Nlex, Pampanga, Philippines Angeles",11500000.0,4.0,3.0,190.0,120.0,15.02815111,120.6920062,Philippines Angeles,Pampanga,Region III
"Buhay Na Tubig, Imus",22500000.0,4.0,3.0,300.0,152.0,14.4069709,120.9565072,Imus,Cavite,Region IV-A
"Salitran Iii, Dasmarinas",10980000.0,4.0,3.0,129.0,144.0,14.34376215,120.9452533,Dasmarinas,Cavite,Region IV-A
"Cuayan, Angeles",23800000.0,5.0,7.0,342.0,208.0,15.149137,120.5458117,Angeles,Pampanga,Region III
"Moonwalk, Paranaque",150000000.0,6.0,6.0,800.0,450.0,14.4918575,121.0146712,Paranaque,Paranaque,NCR
"South Point, Cabuyao Laguna Diezmo, Cabuyao",12500000.0,4.0,4.0,200.0,216.0,14.24268145,121.1137872,Cabuyao,Laguna,Region IV-A
"Camp 7, Baguio",25000000.0,7.0,4.0,250.0,500.0,16.3823953,120.6020345,Baguio,Benguet,CAR
"Bacong, Central Visayas, Philippines Sulodpan, Bacong",11000000.0,4.0,3.0,200.0,1000.0,9.266670071,123.2844234,Bacong,Negros Oriental,Region VII
"Blue Ridge A, Quezon City",95000000.0,4.0,4.0,400.0,412.0,14.619062,121.0731209,Quezon City,Bukidnon,Region X
"Perez Rd Perez, Trece Martires",6864091.0,4.0,3.0,110.0,211.2,14.2871418,120.896059,Trece Martires,Cavite,Region IV-A
"Dasmarinas, Makati",450000000.0,5.0,5.0,600.0,630.0,14.5401434,121.0269757,Makati,Makati,NCR
Muntinlupa,420000000.0,5.0,5.0,1172.0,762.0,14.3892634,121.0449101,Muntinlupa,Muntinlupa,NCR
"Ayala Alabang, Muntinlupa",188000000.0,7.0,7.0,800.0,688.0,14.4226096,121.0269407,Muntinlupa,Muntinlupa,NCR
"Maytunas, San Juan",37380000.0,3.0,3.0,254.0,77.7,14.5942824,121.031553,San Juan,Abra,CAR
"Poblacion, Muntinlupa",10000000.0,3.0,4.0,314.0,157.0,14.3891448,121.0449804,Muntinlupa,Muntinlupa,NCR
"Sasa, Davao",12000000.0,6.0,5.0,260.0,300.0,7.1248033,125.6612259,Davao,Davao del Sur,Region XI
"Mandurriao, Iloilo",4800000.0,4.0,2.0,150.0,172.0,10.7178913,122.5368537,Iloilo,Iloilo,Region VI
"Mangnao-Canal, Dumaguete",1800000.0,2.0,1.0,60.0,80.0,9.2931729,123.2989601,Dumaguete,Negros Oriental,Region VII
"Majada Labas, Calamba",2710000.0,3.0,1.0,45.0,63.0,14.1943161,121.1056748,Calamba,Laguna,Region IV-A
"Lot 153 Block 3, Road Lot 1, Filomena Subdivision San Rafael, Tarlac",1140000.0,1.0,1.0,60.0,200.0,15.44995,120.5991633,Tarlac,Tarlac,Region III
"Robredo Street Carpenter Hill, Koronadal",3543147.0,2.0,1.0,40.0,88.0,6.433303866,124.878687,Koronadal,South Cotabato,Region XII
"Dalig, Antipolo",17000000.0,4.0,3.0,308.0,250.0,14.5730447,121.1864717,Antipolo,Rizal,Region IV-A
"Phirst Editions, Kaylaway, Nasugbu, Batangas, Philippines Kaylaway, Nasugbu",5451654.0,3.0,2.0,99.0,70.0,14.07670419,120.8405692,Nasugbu,Batangas,Region IV-A
"Bingag, Dauis",3500000.0,4.0,2.0,94.0,300.0,9.6206685,123.8053729,Dauis,Bohol,Region VII
"Catalunan Grande, Davao",16000000.0,5.0,5.0,220.0,345.0,7.0801636,125.5437938,Davao,Davao del Sur,Region XI
"San Agustin I, Dasmarinas",6300000.0,6.0,4.0,263.0,120.0,14.3132599,120.9466691,Dasmarinas,Cavite,Region IV-A
